legacy_row_id,legacy_edge_id,source_id,target_id,legacy_relation_scope,legacy_relation_kind,disposition,work_relation_id,migration_note,legacy_reason
connection-000089,captain-america-the-first-avenger-2011 -> captain-america-the-winter-soldier-2014,captain-america-the-first-avenger-2011,captain-america-the-winter-soldier-2014,story,sequel,migrated_explicit_relation,work-relation-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Captain America film line.
connection-000090,captain-america-the-winter-soldier-2014 -> captain-america-civil-war-2016,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,story,sequel,migrated_explicit_relation,work-relation-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Captain America film line.
connection-000091,thor-the-dark-world-2013 -> thor-ragnarok-2017,thor-the-dark-world-2013,thor-ragnarok-2017,story,sequel,migrated_explicit_relation,work-relation-thor-the-dark-world-2013-thor-ragnarok-2017-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Thor film line.
connection-000092,thor-ragnarok-2017 -> thor-love-and-thunder-2022,thor-ragnarok-2017,thor-love-and-thunder-2022,story,sequel,migrated_explicit_relation,work-relation-thor-ragnarok-2017-thor-love-and-thunder-2022-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Thor film line; Avengers events occur between.
connection-000093,guardians-of-the-galaxy-vol-2-2017 -> the-guardians-of-the-galaxy-holiday-special-2022,guardians-of-the-galaxy-vol-2-2017,the-guardians-of-the-galaxy-holiday-special-2022,story,story_link,migrated_explicit_relation,work-relation-guardians-of-the-galaxy-vol-2-2017-the-guardians-of-the-galaxy-holiday-special-2022-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,Guardians branch before Vol. 3.
connection-000094,ant-man-2015 -> ant-man-and-the-wasp-2018,ant-man-2015,ant-man-and-the-wasp-2018,story,sequel,migrated_explicit_relation,work-relation-ant-man-2015-ant-man-and-the-wasp-2018-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Ant-Man film line.
connection-000095,ant-man-and-the-wasp-2018 -> ant-man-and-the-wasp-quantumania-2023,ant-man-and-the-wasp-2018,ant-man-and-the-wasp-quantumania-2023,story,sequel,migrated_explicit_relation,work-relation-ant-man-and-the-wasp-2018-ant-man-and-the-wasp-quantumania-2023-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Ant-Man film line; Endgame occurs between.
connection-000096,spider-man-homecoming-2017 -> spider-man-far-from-home-2019,spider-man-homecoming-2017,spider-man-far-from-home-2019,story,sequel,migrated_explicit_relation,work-relation-spider-man-homecoming-2017-spider-man-far-from-home-2019-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,MCU Spider-Man film line.
connection-000097,doctor-strange-2016 -> doctor-strange-in-the-multiverse-of-madness-2022,doctor-strange-2016,doctor-strange-in-the-multiverse-of-madness-2022,story,sequel,migrated_explicit_relation,work-relation-doctor-strange-2016-doctor-strange-in-the-multiverse-of-madness-2022-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Doctor Strange film line.
connection-000098,loki-s2-2023 -> deadpool-wolverine-2024,loki-s2-2023,deadpool-wolverine-2024,crossover,crossover,migrated_explicit_relation,work-relation-loki-s2-2023-deadpool-wolverine-2024-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,Deadpool & Wolverine directly uses the TVA; do not imply Loki S2 is a plot prequel.
connection-000099,i-am-groot-s1-2022 -> i-am-groot-s2-2023,i-am-groot-s1-2022,i-am-groot-s2-2023,story,sequel,migrated_explicit_relation,work-relation-i-am-groot-s1-2022-i-am-groot-s2-2023-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000100,wonder-man-s1-2026 -> wonder-man-s2-tba,wonder-man-s1-2026,wonder-man-s2-tba,story,sequel,rejected_superseded,,Cancelled/superseded Wonder Man Season 2 plan is not a current canonical work relation.,Marvel currently lists Season 2.
connection-000101,your-friendly-neighborhood-spider-man-s1-2025 -> your-friendly-neighborhood-spider-man-s2-2026,your-friendly-neighborhood-spider-man-s1-2025,your-friendly-neighborhood-spider-man-s2-2026,story,sequel,migrated_explicit_relation,work-relation-your-friendly-neighborhood-spider-man-s1-2025-your-friendly-neighborhood-spider-man-s2-2026-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Marvel currently lists Season 2.
connection-000102,marvel-s-agent-carter-series-20152016 -> avengers-endgame-2019,marvel-s-agent-carter-series-20152016,avengers-endgame-2019,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,Edwin Jarvis from the Agent Carter series appears in Endgame.
connection-000103,daredevil-s1-2015 -> daredevil-s2-2016,daredevil-s1-2015,daredevil-s2-2016,story,sequel,migrated_explicit_relation,work-relation-daredevil-s1-2015-daredevil-s2-2016-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000104,jessica-jones-s1-2015 -> jessica-jones-s2-2018,jessica-jones-s1-2015,jessica-jones-s2-2018,story,sequel,migrated_explicit_relation,work-relation-jessica-jones-s1-2015-jessica-jones-s2-2018-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000105,jessica-jones-s2-2018 -> jessica-jones-s3-2019,jessica-jones-s2-2018,jessica-jones-s3-2019,story,sequel,migrated_explicit_relation,work-relation-jessica-jones-s2-2018-jessica-jones-s3-2019-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000106,luke-cage-s1-2016 -> luke-cage-s2-2018,luke-cage-s1-2016,luke-cage-s2-2018,story,sequel,migrated_explicit_relation,work-relation-luke-cage-s1-2016-luke-cage-s2-2018-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000107,iron-fist-s1-2017 -> iron-fist-s2-2018,iron-fist-s1-2017,iron-fist-s2-2018,story,sequel,migrated_explicit_relation,work-relation-iron-fist-s1-2017-iron-fist-s2-2018-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000108,the-punisher-s1-2017 -> the-punisher-s2-2019,the-punisher-s1-2017,the-punisher-s2-2019,story,sequel,migrated_explicit_relation,work-relation-the-punisher-s1-2017-the-punisher-s2-2019-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Season continuation.
connection-000109,x-men-2000 -> x2-x-men-united-2003,x-men-2000,x2-x-men-united-2003,story,sequel,migrated_explicit_relation,work-relation-x-men-2000-x2-x-men-united-2003-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Original Fox X-Men trilogy.
connection-000110,x2-x-men-united-2003 -> x-men-the-last-stand-2006,x2-x-men-united-2003,x-men-the-last-stand-2006,story,sequel,migrated_explicit_relation,work-relation-x2-x-men-united-2003-x-men-the-last-stand-2006-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Original Fox X-Men trilogy.
connection-000111,x-men-first-class-2011 -> x-men-days-of-future-past-2014,x-men-first-class-2011,x-men-days-of-future-past-2014,crossover,crossover,migrated_explicit_relation,work-relation-x-men-first-class-2011-x-men-days-of-future-past-2014-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,Fox prequel timeline continues and intersects prior cast.
connection-000112,x-men-days-of-future-past-2014 -> x-men-apocalypse-2016,x-men-days-of-future-past-2014,x-men-apocalypse-2016,story,sequel,migrated_explicit_relation,work-relation-x-men-days-of-future-past-2014-x-men-apocalypse-2016-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Revised/prequel timeline.
connection-000113,x-men-apocalypse-2016 -> dark-phoenix-2019,x-men-apocalypse-2016,dark-phoenix-2019,story,sequel,migrated_explicit_relation,work-relation-x-men-apocalypse-2016-dark-phoenix-2019-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Revised/prequel timeline.
connection-000114,x-men-origins-wolverine-2009 -> the-wolverine-2013,x-men-origins-wolverine-2009,the-wolverine-2013,story,sequel,migrated_explicit_relation,work-relation-x-men-origins-wolverine-2009-the-wolverine-2013-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Same Wolverine film branch; Fox continuity is affected by later time travel.
connection-000115,the-wolverine-2013 -> logan-2017,the-wolverine-2013,logan-2017,story,sequel,migrated_explicit_relation,work-relation-the-wolverine-2013-logan-2017-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Character/franchise lineage; avoid claiming a simple unbroken timeline.
connection-000116,blade-1998-1998 -> blade-ii-2002,blade-1998-1998,blade-ii-2002,story,sequel,migrated_explicit_relation,work-relation-blade-1998-1998-blade-ii-2002-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Blade legacy trilogy.
connection-000117,blade-ii-2002 -> blade-trinity-2004,blade-ii-2002,blade-trinity-2004,story,sequel,migrated_explicit_relation,work-relation-blade-ii-2002-blade-trinity-2004-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Blade legacy trilogy.
connection-000118,daredevil-2003 -> elektra-2005,daredevil-2003,elektra-2005,story,spinoff,migrated_explicit_relation,work-relation-daredevil-2003-elektra-2005-spinoff,Legacy relation retained as explicit v5 relation seed pending content audit.,Elektra spins out of the 2003 Daredevil film continuity.
connection-000119,fantastic-four-2005 -> fantastic-four-rise-of-the-silver-surfer-2007,fantastic-four-2005,fantastic-four-rise-of-the-silver-surfer-2007,story,sequel,migrated_explicit_relation,work-relation-fantastic-four-2005-fantastic-four-rise-of-the-silver-surfer-2007-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,Fox Fantastic Four film line.
connection-000120,the-incredible-hulk-2008 -> the-avengers-2012,the-incredible-hulk-2008,the-avengers-2012,story,crossover,migrated_explicit_relation,work-relation-the-incredible-hulk-2008-the-avengers-2012-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,ブルース・バナー／ハルクが次にアベンジャーズの主要メンバーとして合流。
connection-000121,the-incredible-hulk-2008 -> the-consultant-2011,the-incredible-hulk-2008,the-consultant-2011,story,story_link,migrated_explicit_relation,work-relation-the-incredible-hulk-2008-the-consultant-2011-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ワンショットが『インクレディブル・ハルク』終盤のロス／スターク周辺を補完。
connection-000122,the-consultant-2011 -> the-avengers-2012,the-consultant-2011,the-avengers-2012,story,story_link,migrated_explicit_relation,work-relation-the-consultant-2011-the-avengers-2012-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,コールソン／フューリー側のアベンジャーズ計画を補助するワンショット。
connection-000123,iron-man-2-2010 -> a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,iron-man-2-2010,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,story,story_link,migrated_explicit_relation,work-relation-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,『アイアンマン2』後、コールソンがニューメキシコへ向かう途中の出来事。
connection-000124,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011 -> thor-2011,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,thor-2011,story,story_link,migrated_explicit_relation,work-relation-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-thor-2011-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,コールソンがニューメキシコへ向かう流れが『マイティ・ソー』へ接続。
connection-000125,iron-man-2-2010 -> thor-2011,iron-man-2-2010,thor-2011,world_lore,world_lore,migrated_explicit_relation,work-relation-iron-man-2-2010-thor-2011-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,『アイアンマン2』終盤からコールソンのニューメキシコ任務へ連続。
connection-000126,thor-the-dark-world-2013 -> guardians-of-the-galaxy-2014,thor-the-dark-world-2013,guardians-of-the-galaxy-2014,story,story_link,migrated_explicit_relation,work-relation-thor-the-dark-world-2013-guardians-of-the-galaxy-2014-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,エーテルをコレクターへ預ける流れが宇宙側・インフィニティ・ストーン枝へ接続。
connection-000127,doctor-strange-2016 -> thor-ragnarok-2017,doctor-strange-2016,thor-ragnarok-2017,story,story_link,migrated_explicit_relation,work-relation-doctor-strange-2016-thor-ragnarok-2017-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ストレンジがソーとロキのオーディン捜索に関与。
connection-000128,avengers-age-of-ultron-2015 -> black-panther-2018,avengers-age-of-ultron-2015,black-panther-2018,story,world_lore,migrated_explicit_relation,work-relation-avengers-age-of-ultron-2015-black-panther-2018-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,ユリシーズ・クロウとワカンダ由来のヴィブラニウム設定が『ブラックパンサー』へ続く。
connection-000129,captain-america-civil-war-2016 -> black-panther-2018,captain-america-civil-war-2016,black-panther-2018,story,story_link,migrated_explicit_relation,work-relation-captain-america-civil-war-2016-black-panther-2018-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ティ・チャラ／ワカンダのMCU初登場から単独作へ。
connection-000130,captain-america-civil-war-2016 -> spider-man-homecoming-2017,captain-america-civil-war-2016,spider-man-homecoming-2017,story,story_link,migrated_explicit_relation,work-relation-captain-america-civil-war-2016-spider-man-homecoming-2017-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ピーターのアベンジャーズ参加経験を受けて『ホームカミング』が始まる。
connection-000131,captain-america-civil-war-2016 -> black-widow-2021,captain-america-civil-war-2016,black-widow-2021,story,aftermath,migrated_explicit_relation,work-relation-captain-america-civil-war-2016-black-widow-2021-aftermath,Legacy relation retained as explicit v5 relation seed pending content audit.,『ブラック・ウィドウ』本編は『シビル・ウォー』直後のナターシャを描く。
connection-000132,captain-america-civil-war-2016 -> the-falcon-and-the-winter-soldier-2021,captain-america-civil-war-2016,the-falcon-and-the-winter-soldier-2021,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,サムとバッキーの関係・アベンジャーズ分裂期の前史として接続。
connection-000133,black-panther-2018 -> avengers-infinity-war-2018,black-panther-2018,avengers-infinity-war-2018,story,crossover,migrated_explicit_relation,work-relation-black-panther-2018-avengers-infinity-war-2018-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,ワカンダと主要人物が『インフィニティ・ウォー』終盤の戦いへ直接合流。
connection-000134,captain-marvel-2019 -> avengers-endgame-2019,captain-marvel-2019,avengers-endgame-2019,story,crossover,migrated_explicit_relation,work-relation-captain-marvel-2019-avengers-endgame-2019-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,キャロルが『エンドゲーム』でアベンジャーズ側へ合流。
connection-000135,avengers-endgame-2019 -> wandavision-2021,avengers-endgame-2019,wandavision-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-endgame-2019-wandavision-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ヴィジョン喪失と『エンドゲーム』後のワンダが『ワンダヴィジョン』へ続く。
connection-000136,avengers-infinity-war-2018 -> wandavision-2021,avengers-infinity-war-2018,wandavision-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-infinity-war-2018-wandavision-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ヴィジョンの死が『ワンダヴィジョン』の中心的前提。
connection-000137,avengers-age-of-ultron-2015 -> wandavision-2021,avengers-age-of-ultron-2015,wandavision-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-age-of-ultron-2015-wandavision-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ワンダとヴィジョンのMCU上の起点。
connection-000138,captain-america-civil-war-2016 -> wandavision-2021,captain-america-civil-war-2016,wandavision-2021,world_lore,world_lore,migrated_explicit_relation,work-relation-captain-america-civil-war-2016-wandavision-2021-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,『シビル・ウォー』で二人の関係とソコヴィア協定下の状況が発展。
connection-000139,thor-the-dark-world-2013 -> wandavision-2021,thor-the-dark-world-2013,wandavision-2021,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ダーシーがソー枝から『ワンダヴィジョン』へ再登場。
connection-000140,ant-man-and-the-wasp-2018 -> wandavision-2021,ant-man-and-the-wasp-2018,wandavision-2021,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,FBI捜査官ジミー・ウーが『ワンダヴィジョン』へ再登場。
connection-000141,captain-marvel-2019 -> wandavision-2021,captain-marvel-2019,wandavision-2021,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,『キャプテン・マーベル』の少女モニカが成人して再登場。
connection-000142,avengers-endgame-2019 -> the-falcon-and-the-winter-soldier-2021,avengers-endgame-2019,the-falcon-and-the-winter-soldier-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,サムが盾を託された『エンドゲーム』を直接受けるシリーズ。
connection-000143,avengers-endgame-2019 -> loki-s1-2021,avengers-endgame-2019,loki-s1-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-endgame-2019-loki-s1-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,『エンドゲーム』の2012年タイム強奪でロキがテッセラクトを奪った分岐から始まる。
connection-000144,avengers-endgame-2019 -> hawkeye-2021,avengers-endgame-2019,hawkeye-2021,story,aftermath,migrated_explicit_relation,work-relation-avengers-endgame-2019-hawkeye-2021-aftermath,Legacy relation retained as explicit v5 relation seed pending content audit.,ローニン期とナターシャ喪失を抱えるクリントの後日談。
connection-000145,avengers-endgame-2019 -> eternals-2021,avengers-endgame-2019,eternals-2021,story,story_link,migrated_explicit_relation,work-relation-avengers-endgame-2019-eternals-2021-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ブリップからの人口回復がエマージェンス進行の前提として語られる。
connection-000146,avengers-endgame-2019 -> she-hulk-attorney-at-law-2022,avengers-endgame-2019,she-hulk-attorney-at-law-2022,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ブルースのスマート・ハルク状態と家族関係が『シー・ハルク』へ継続。
connection-000147,the-incredible-hulk-2008 -> she-hulk-attorney-at-law-2022,the-incredible-hulk-2008,she-hulk-attorney-at-law-2022,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ブルース・バナーとエミル・ブロンスキー／アボミネーションの枝を再接続。
connection-000148,the-incredible-hulk-2008 -> shang-chi-and-the-legend-of-the-ten-rings-2021,the-incredible-hulk-2008,shang-chi-and-the-legend-of-the-ten-rings-2021,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,アボミネーションがウォンとともに再登場。
connection-000149,shang-chi-and-the-legend-of-the-ten-rings-2021 -> she-hulk-attorney-at-law-2022,shang-chi-and-the-legend-of-the-ten-rings-2021,she-hulk-attorney-at-law-2022,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ウォンとブロンスキーの関係が『シー・ハルク』で扱われる。
connection-000150,the-incredible-hulk-2008 -> captain-america-brave-new-world-2025,the-incredible-hulk-2008,captain-america-brave-new-world-2025,story,story_link,migrated_explicit_relation,work-relation-the-incredible-hulk-2008-captain-america-brave-new-world-2025-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,サディアス・ロスとサミュエル・スターンズ／リーダーを長期的に回収。
connection-000151,guardians-of-the-galaxy-vol-2-2017 -> i-am-groot-s1-2022,guardians-of-the-galaxy-vol-2-2017,i-am-groot-s1-2022,story,story_link,migrated_explicit_relation,work-relation-guardians-of-the-galaxy-vol-2-2017-i-am-groot-s1-2022-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ベビー・グルート期の短編群。
connection-000152,captain-marvel-2019 -> secret-invasion-2023,captain-marvel-2019,secret-invasion-2023,world_lore,world_lore,migrated_explicit_relation,work-relation-captain-marvel-2019-secret-invasion-2023-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,フューリー、タロス、スクラル問題を『キャプテン・マーベル』から引き継ぐ。
connection-000153,secret-invasion-2023 -> the-marvels-2023,secret-invasion-2023,the-marvels-2023,world_lore,world_lore,migrated_explicit_relation,work-relation-secret-invasion-2023-the-marvels-2023-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,フューリーとスクラルを扱う直近シリーズとして隣接。ただし直接続編とは扱わない。
connection-000154,daredevil-s3-2018 -> she-hulk-attorney-at-law-2022,daredevil-s3-2018,she-hulk-attorney-at-law-2022,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,Netflix期のマット・マードック／デアデビルがMCU側作品へ再登場。
connection-000155,spider-man-no-way-home-2021 -> she-hulk-attorney-at-law-2022,spider-man-no-way-home-2021,she-hulk-attorney-at-law-2022,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,『ノー・ウェイ・ホーム』で再登場したマットが『シー・ハルク』にも登場。
connection-000156,she-hulk-attorney-at-law-2022 -> daredevil-born-again-s1-2025,she-hulk-attorney-at-law-2022,daredevil-born-again-s1-2025,story,story_link,migrated_explicit_relation,work-relation-she-hulk-attorney-at-law-2022-daredevil-born-again-s1-2025-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,マット／デアデビルの現行MCU客演から『ボーン・アゲイン』へ。
connection-000157,the-punisher-s2-2019 -> daredevil-born-again-s1-2025,the-punisher-s2-2019,daredevil-born-again-s1-2025,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,ジョン・バーンサル演じるフランクが『ボーン・アゲイン』へ復帰。
connection-000158,the-defenders-2017 -> jessica-jones-s2-2018,the-defenders-2017,jessica-jones-s2-2018,story,story_link,migrated_explicit_relation,work-relation-the-defenders-2017-jessica-jones-s2-2018-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,合流イベント後、ジェシカの個別シリーズへ戻る。
connection-000159,the-defenders-2017 -> luke-cage-s2-2018,the-defenders-2017,luke-cage-s2-2018,story,story_link,migrated_explicit_relation,work-relation-the-defenders-2017-luke-cage-s2-2018-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,合流イベント後、ルークの個別シリーズへ戻る。
connection-000160,the-defenders-2017 -> iron-fist-s2-2018,the-defenders-2017,iron-fist-s2-2018,story,story_link,migrated_explicit_relation,work-relation-the-defenders-2017-iron-fist-s2-2018-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,合流イベント後、ダニーの個別シリーズへ戻る。
connection-000161,agent-carter-one-shot-2013 -> marvel-s-agent-carter-series-20152016,agent-carter-one-shot-2013,marvel-s-agent-carter-series-20152016,story,story_link,migrated_explicit_relation,work-relation-agent-carter-one-shot-2013-marvel-s-agent-carter-series-20152016-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ペギー・カーターを中心とするワンショットからドラマシリーズへの同人物枝。
connection-000162,marvel-s-agent-carter-series-20152016 -> agents-of-s-h-i-e-l-d-20132020,marvel-s-agent-carter-series-20152016,agents-of-s-h-i-e-l-d-20132020,character,character_continuity,appearance_derived_pending_audit,,Character-only legacy edge moves to appearances/portrayals; original edge metadata remains in this ledger.,『エージェント・カーター』のダニエル・スーザが『エージェント・オブ・シールド』へ登場。
connection-000163,the-avengers-2012 -> agents-of-s-h-i-e-l-d-20132020,the-avengers-2012,agents-of-s-h-i-e-l-d-20132020,world_lore,world_lore,migrated_explicit_relation,work-relation-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,『アベンジャーズ』後のコールソンとS.H.I.E.L.D.を起点とするTV枝。
connection-000164,thor-the-dark-world-2013 -> agents-of-s-h-i-e-l-d-20132020,thor-the-dark-world-2013,agents-of-s-h-i-e-l-d-20132020,story,story_link,migrated_explicit_relation,work-relation-thor-the-dark-world-2013-agents-of-s-h-i-e-l-d-20132020-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,映画事件を受けたエピソード連動。
connection-000165,captain-america-the-winter-soldier-2014 -> agents-of-s-h-i-e-l-d-20132020,captain-america-the-winter-soldier-2014,agents-of-s-h-i-e-l-d-20132020,world_lore,world_lore,migrated_explicit_relation,work-relation-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,HYDRA暴露とS.H.I.E.L.D.崩壊がTVシリーズへ直接波及。
connection-000166,avengers-age-of-ultron-2015 -> agents-of-s-h-i-e-l-d-20132020,avengers-age-of-ultron-2015,agents-of-s-h-i-e-l-d-20132020,world_lore,world_lore,migrated_explicit_relation,work-relation-avengers-age-of-ultron-2015-agents-of-s-h-i-e-l-d-20132020-world-lore,Legacy relation retained as explicit v5 relation seed pending content audit.,Theta Protocol等で映画イベントとTV側が補助的に接続。現行MCU正史断定とは分離。
connection-000167,cloak-dagger-20182019 -> runaways-20172019,cloak-dagger-20182019,runaways-20172019,crossover,crossover,migrated_explicit_relation,work-relation-cloak-dagger-20182019-runaways-20172019-crossover,Legacy relation retained as explicit v5 relation seed pending content audit.,クローク＆ダガーが『ランナウェイズ』シーズン3に直接登場する公式クロスオーバー。
connection-000168,venom-2018 -> venom-let-there-be-carnage-2021,venom-2018,venom-let-there-be-carnage-2021,story,sequel,migrated_explicit_relation,work-relation-venom-2018-venom-let-there-be-carnage-2021-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,ソニー公式が『ヴェノム』の続編として位置づける。
connection-000169,venom-let-there-be-carnage-2021 -> venom-the-last-dance-2024,venom-let-there-be-carnage-2021,venom-the-last-dance-2024,story,story_link,migrated_explicit_relation,work-relation-venom-let-there-be-carnage-2021-venom-the-last-dance-2024-story-link,Legacy relation retained as explicit v5 relation seed pending content audit.,ヴェノム映画シリーズ第3作・三部作の完結編。
connection-000170,spider-man-into-the-spider-verse-2018 -> spider-man-across-the-spider-verse-2023,spider-man-into-the-spider-verse-2018,spider-man-across-the-spider-verse-2023,story,sequel,migrated_explicit_relation,work-relation-spider-man-into-the-spider-verse-2018-spider-man-across-the-spider-verse-2023-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,『スパイダーバース』の次章／続編。
connection-000171,spider-man-across-the-spider-verse-2023 -> spider-man-beyond-the-spider-verse-tba,spider-man-across-the-spider-verse-2023,spider-man-beyond-the-spider-verse-tba,story,sequel,migrated_explicit_relation,work-relation-spider-man-across-the-spider-verse-2023-spider-man-beyond-the-spider-verse-tba-sequel,Legacy relation retained as explicit v5 relation seed pending content audit.,三部作の次作として発表済み。
connection-000172,x-men-the-last-stand-2006 -> the-wolverine-2013,x-men-the-last-stand-2006,the-wolverine-2013,story,aftermath,migrated_explicit_relation,work-relation-x-men-the-last-stand-2006-the-wolverine-2013-aftermath,Legacy relation retained as explicit v5 relation seed pending content audit.,ジーンの死を引きずるローガンを描き、旧X-MEN三部作の後日談として接続。
connection-000173,the-wolverine-2013 -> x-men-days-of-future-past-2014,the-wolverine-2013,x-men-days-of-future-past-2014,story,lead_in,migrated_explicit_relation,work-relation-the-wolverine-2013-x-men-days-of-future-past-2014-lead-in,Legacy relation retained as explicit v5 relation seed pending content audit.,マグニートー／プロフェッサーXの登場で『フューチャー＆パスト』へ橋渡し。
