work_id,title_ja,title_en,title_official,release,release_raw,format,status,priority,branch_ja,branch_en,classification,ja_status,japan_date,japan_type,source_url,source_note,notes,chronology_lane,chronology_order,chronology_track,chronology_certainty,chronology_note,release_sort_date,release_display_date,release_kind,release_certainty,release_precision,release_source_note,aliases_ja,title_audit_status,title_audit_source_url,title_last_verified,title_management_note,stable_id_note
secret-invasion-2023,シークレット・インベージョン,Secret Invasion,シークレット・インベージョン,2023年,2023,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2023,verified-current,,,,,,mcu-main,580,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2023-06-21,2023.06.21,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
i-am-groot-s2-2023,アイ・アム・グルート S2,I Am Groot S2,アイ・アム・グルート シーズン2,2023年,2023,animated shorts,released,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2023,verified-current,,,,,,mcu-main,140,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2023-09-06,2023.09.06,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
loki-s2-2023,ロキ シーズン2,Loki S2,ロキ シーズン2,2023年,2023,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2023,verified-current,,,,,,mcu-main,600,time-crossing,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2023-10-05,2023.10.05,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
what-if-s2-2023,ホワット・イフ…？ シーズン2,What If...? S2,ホワット・イフ…？ シーズン2,2023年,2023,animation / multiverse,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2023,verified-current,,,,,,mcu-main,610,multiverse,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2023-12-22,2023.12.22,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
echo-2024,エコー,Echo,エコー,2024年,2024,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2024,verified-current,,,,,,mcu-main,500,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2024-01-09,2024.01.09,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
x-men-97-s1-2024,X-MEN '97 S1,X-Men '97 S1,X-MEN '97 シーズン1,2024年,2024,animation / legacy continuation,released,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2024,established,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,,,,,,2024-03-20,2024.03.20,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
agatha-all-along-2024,アガサ・オール・アロング,Agatha All Along,アガサ・オール・アロング,2024年,2024,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2024,verified-current,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,mcu-main,630,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2024-09-18,2024.09.18,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
what-if-s3-2024,ホワット・イフ…？ シーズン3,What If...? S3,ホワット・イフ…？ シーズン3,2024年,2024,animation / multiverse,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2024,verified-current,,,,,,mcu-main,640,multiverse,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2024-12-22,2024.12.22,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
your-friendly-neighborhood-spider-man-s1-2025,スパイダーマン：フレンドリー・ネイバーフッド S1,Your Friendly Neighborhood Spider-Man S1,スパイダーマン：フレンドリー・ネイバーフッド シーズン1,2025年,2025,animation / alternate continuity,released,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2025,verified-current,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,,,,,,2025-01-29,2025.01.29,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
daredevil-born-again-s1-2025,デアデビル：ボーン・アゲイン S1,Daredevil: Born Again S1,デアデビル：ボーン・アゲイン シーズン1,2025年,2025,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2025,verified-current,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,mcu-main,650,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2025-03-04,2025.03.04,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
ironheart-2025,アイアンハート,Ironheart,アイアンハート,2025年,2025,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2025,verified-current,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,mcu-main,9020,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2025-06-24,2025.06.24,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
eyes-of-wakanda-2025,アイズ・オブ・ワカンダ,Eyes of Wakanda,アイズ・オブ・ワカンダ,2025年,2025,Marvel Animation / MCU history,released,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2025,verified-current,,,https://www.disneyplus.com/ja-jp/,日本公式サービス上で作品・シリーズ表記を確認するための参照先,,,,,,,2025-08-01,2025.08.01,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
marvel-zombies-s1-2025,マーベル・ゾンビーズ S1,Marvel Zombies S1,マーベル・ゾンビーズ シーズン1,2025年,2025,animation / What If...? spin-off,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2025,established,,,,,,,,,,,2025-09-24,2025.09.24,streaming,confirmed,day,Marvel/Disney+ official series or special premiere record.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
wonder-man-s1-2026,ワンダーマン S1,Wonder Man S1,ワンダーマン シーズン1,2026年1月28日,2026-01-28,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,verified-current,2026年1月28日,日本Disney+公式配信日,https://marvel.disney.co.jp/news/20260115_01,マーベル日本公式が2026年1月28日よりDisney+独占配信と案内。,,mcu-main,9030,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2026-01-27,2026.01.27,streaming,confirmed,day,Marvel/Disney official 2026 premiere information.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
daredevil-born-again-s2-2026,デアデビル：ボーン・アゲイン S2,Daredevil: Born Again S2,デアデビル：ボーン・アゲイン シーズン2,2026年3月25日,2026-03-25,live-action series,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,verified-current,2026年3月25日,日本Disney+独占配信開始,https://www.disneyplus.com/ja-jp/explore/articles/daredevil-born-again-season-2,Disney+日本公式が2026年3月25日10時よりシーズン2（全8話）独占配信と案内。,,mcu-main,9040,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2026-03-24,2026.03.24,streaming,confirmed,day,Marvel/Disney official 2026 premiere information.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
the-punisher-one-last-kill-2026-05-12,パニッシャー：ワン・ラスト・キル,The Punisher: One Last Kill,パニッシャー：ワン・ラスト・キル,2026年5月12日,2026-05-12,Special Presentation,released,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,verified-current,2026年5月12日,配信作品（Marvel公式の世界リリース日）,https://www.disneyplus.com/ja-jp/browse/entity-c5b69f75-f159-4749-873d-9a1d1a4eb878,Disney+日本で配信中を確認。日付はMarvel公式TV一覧のリリース日,,mcu-main,9050,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2026-05-12,2026.05.12,streaming,confirmed,day,Marvel/Disney official 2026 premiere information.,Marvel Television Special Presentation,official-current,https://marvel.disney.co.jp/titlelist,2026-08-26,Special Presentationはformat/aliasで管理。,
x-men-97-s2-2026-07-01,X-MEN '97 S2,X-Men '97 S2,X-MEN '97 シーズン2,2026年7月1日,2026-07-01,animation / legacy continuation,released,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,verified-current,2026年7月1日,日本Disney+独占配信開始,https://www.disneyplus.com/ja-jp/explore/articles/x-men-97-season-2,Disney+日本公式が2026年7月1日よりシーズン2（全10話）独占配信と案内。,,,,,,,2026-07-01,2026.07.01,streaming,confirmed,day,Marvel/Disney official 2026 premiere information.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
your-friendly-neighborhood-spider-man-s2-2026,スパイダーマン：フレンドリー・ネイバーフッド S2,Your Friendly Neighborhood Spider-Man S2,スパイダーマン：フレンドリー・ネイバーフッド シーズン2,2026年,2026,animation / alternate continuity,announced for 2026; exact release date not fixed in source used,SUPPLEMENT,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,verified-current,,,,,,,,,,,2027-01,2027.01（月内日付未発表）,streaming,confirmed-month,month,Disney D23 2026 announcement reported by Entertainment Weekly: January 2027; exact day not announced. Existing graph ID retained for compatibility.,,official-list-reviewed,https://www.marvel.com/tv-shows/,2026-08-26,,
visionquest-2026-10-14,VisionQuest （邦題未発表）,VisionQuest,VisionQuest（邦題未発表）,2026年10月14日,2026-10-14,live-action series,announced/upcoming,MAIN,Disney+／マーベル・テレビジョン／マーベル・アニメーション,Disney+ / Marvel Television / Marvel Animation,release-year 2026,unannounced,,,https://www.marvel.com/articles/tv-shows/marvel-television-visionquest-release-date,Marvel公式が2026年10月14日配信開始と発表。日本での邦題・配信開始日は未確認。,,mcu-main,9060,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2026-10-14,2026.10.14,streaming,confirmed,day,Marvel/Disney official 2026 premiere information.,,official-en-current,https://www.marvel.com/tv-shows/,2026-08-26,邦題未発表のため英題＋注記を維持。,
daredevil-born-again-s3-tba,デアデビル：ボーン・アゲイン S3,Daredevil: Born Again S3,デアデビル：ボーン・アゲイン シーズン3,未定,TBA,live-action series,announced/listed by Marvel,SUPPLEMENT,Disney+／マーベル・テレビジョン,Disney+ / Marvel Television,future; date not fixed,established,,,,,,mcu-main,9070,unplaced,partial,収録済みだが、このStage Cでは相対位置を断定しない。,2027-03,2027.03（月内日付未発表）,streaming,confirmed-month,month,Marvel official listing confirms Season 3; current Entertainment Weekly release reporting places it in March 2027; exact day not announced.,,legacy-retained,,,,
wonder-man-s2-tba,ワンダーマン S2,Wonder Man S2,ワンダーマン シーズン2,未定,TBA,live-action series,announced/listed by Marvel,SUPPLEMENT,Disney+／マーベル・テレビジョン,Disney+ / Marvel Television,future; date not fixed,established,,,,,,,,,,,,公開予定なし（中止報道）,undated,undated,none,"Variety reported July 31, 2026 that Disney+ would not proceed with Season 2 after an earlier renewal. Existing graph node retained; no release date is invented.",,legacy-retained,,,,
daredevil-s1-2015,デアデビル S1,Daredevil S1,デアデビル シーズン1,2015年,2015,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,150,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2015-04-10,2015.04.10,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
jessica-jones-s1-2015,ジェシカ・ジョーンズ S1,Jessica Jones S1,ジェシカ・ジョーンズ シーズン1,2015年,2015,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,160,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2015-11-20,2015.11.20,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
daredevil-s2-2016,デアデビル S2,Daredevil S2,デアデビル シーズン2,2016年,2016,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,190,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2016-03-18,2016.03.18,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
luke-cage-s1-2016,ルーク・ケイジ S1,Luke Cage S1,ルーク・ケイジ シーズン1,2016年,2016,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,200,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2016-09-30,2016.09.30,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
iron-fist-s1-2017,アイアン・フィスト S1,Iron Fist S1,アイアン・フィスト シーズン1,2017年,2017,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,210,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2017-03-17,2017.03.17,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
the-defenders-2017,マーベル／ザ・ディフェンダーズ,The Defenders,マーベル／ザ・ディフェンダーズ,2017年,2017,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,220,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2017-08-18,2017.08.18,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
the-punisher-s1-2017,パニッシャー S1,The Punisher S1,パニッシャー シーズン1,2017年,2017,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,270,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2017-11-17,2017.11.17,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
jessica-jones-s2-2018,ジェシカ・ジョーンズ S2,Jessica Jones S2,ジェシカ・ジョーンズ シーズン2,2018年,2018,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,290,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2018-03-08,2018.03.08,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
luke-cage-s2-2018,ルーク・ケイジ S2,Luke Cage S2,ルーク・ケイジ シーズン2,2018年,2018,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,300,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2018-06-22,2018.06.22,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
iron-fist-s2-2018,アイアン・フィスト S2,Iron Fist S2,アイアン・フィスト シーズン2,2018年,2018,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,310,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2018-09-07,2018.09.07,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
daredevil-s3-2018,デアデビル S3,Daredevil S3,デアデビル シーズン3,2018年,2018,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,verified-current,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,320,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2018-10-19,2018.10.19,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
the-punisher-s2-2019,パニッシャー S2,The Punisher S2,パニッシャー シーズン2,2019年,2019,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,340,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2019-01-18,2019.01.18,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
jessica-jones-s3-2019,ジェシカ・ジョーンズ S3,Jessica Jones S3,ジェシカ・ジョーンズ シーズン3,2019年,2019,series season,released,LEGACY-MAIN,ディフェンダーズ・サーガ,Defenders Saga,legacy Marvel Television / Netflix,established,,,,,"Characters/continuity are directly continued into MCU-era appearances; chart as a legacy branch, not as a Phase.",mcu-main,350,main,confirmed,Disney+「MCUコンプリート 時系列順」（2025-03-31）を基準。,2019-06-14,2019.06.14,streaming,confirmed,day,Original Netflix global season premiere record.,,legacy-retained,,,,
spider-man-2002,スパイダーマン,Spider-Man,スパイダーマン,2002年,2002,film,released,LEGACY-MAIN,ライミ版スパイダーマン,Raimi Spider-Man,Sony legacy universe,verified-current,,,,,Directly bridged by Spider-Man: No Way Home.,raimi,10,main,confirmed,三部作の続編関係のみを表示。,2002-05-03,2002.05.03,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
spider-man-2-2004,スパイダーマン2,Spider-Man 2,スパイダーマン2,2004年,2004,film,released,LEGACY-MAIN,ライミ版スパイダーマン,Raimi Spider-Man,Sony legacy universe,verified-current,,,,,Directly bridged by Spider-Man: No Way Home.,raimi,20,main,confirmed,三部作の続編関係のみを表示。,2004-06-30,2004.06.30,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
spider-man-3-2007,スパイダーマン3,Spider-Man 3,スパイダーマン3,2007年,2007,film,released,LEGACY-MAIN,ライミ版スパイダーマン,Raimi Spider-Man,Sony legacy universe,verified-current,,,,,Directly bridged by Spider-Man: No Way Home.,raimi,30,main,confirmed,三部作の続編関係のみを表示。,2007-05-04,2007.05.04,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
the-amazing-spider-man-2012,アメイジング・スパイダーマン,The Amazing Spider-Man,アメイジング・スパイダーマン,2012年,2012,film,released,LEGACY-MAIN,アメイジング・スパイダーマン,Webb Amazing Spider-Man,Sony legacy universe,verified-current,,,,,Directly bridged by Spider-Man: No Way Home.,amazing,10,main,confirmed,二部作の続編関係のみを表示。,2012-07-03,2012.07.03,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
the-amazing-spider-man-2-2014,アメイジング・スパイダーマン2,The Amazing Spider-Man 2,アメイジング・スパイダーマン2,2014年,2014,film,released,LEGACY-MAIN,アメイジング・スパイダーマン,Webb Amazing Spider-Man,Sony legacy universe,verified-current,,,,,Directly bridged by Spider-Man: No Way Home.,amazing,20,main,confirmed,二部作の続編関係のみを表示。,2014-05-02,2014.05.02,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-2000,X-MEN,X-Men,X-MEN,2000年,2000,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,30,original,confirmed,旧系列。,2000-07-14,2000.07.14,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x2-x-men-united-2003,X-MEN2,X2: X-Men United,X-MEN2,2003年,2003,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,40,original,confirmed,旧系列。,2003-05-02,2003.05.02,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-the-last-stand-2006,X-MEN：ファイナル ディシジョン,X-Men: The Last Stand,X-MEN：ファイナル ディシジョン,2006年,2006,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,50,original,confirmed,旧系列。,2006-05-26,2006.05.26,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-origins-wolverine-2009,ウルヴァリン：X-MEN ZERO,X-Men Origins: Wolverine,ウルヴァリン：X-MEN ZERO,2009年,2009,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,20,original,confirmed,旧系列。絶対年代は表示しない。,2009-05-01,2009.05.01,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-first-class-2011,X-MEN：ファースト・ジェネレーション,X-Men: First Class,X-MEN：ファースト・ジェネレーション,2011年,2011,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,10,shared-origin,confirmed,分岐以前の共通起点として表示。,2011-06-03,2011.06.03,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
the-wolverine-2013,ウルヴァリン：SAMURAI,The Wolverine,ウルヴァリン：SAMURAI,2013年,2013,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,60,original,confirmed,旧系列。,2013-07-26,2013.07.26,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-days-of-future-past-2014,X-MEN：フューチャー＆パスト,X-Men: Days of Future Past,X-MEN：フューチャー＆パスト,2014年,2014,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,70,pivot,confirmed,過去改変を伴う分岐点として表示。,2014-05-23,2014.05.23,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
deadpool-2016,デッドプール,Deadpool,デッドプール,2016年,2016,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,100,revised-side,ambiguous,FOX X-MEN群の側線として表示し、厳密な合流点は固定しない。,2016-02-12,2016.02.12,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
x-men-apocalypse-2016,X-MEN：アポカリプス,X-Men: Apocalypse,X-MEN：アポカリプス,2016年,2016,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,80,revised,confirmed,改変後系列。,2016-05-27,2016.05.27,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
logan-2017,LOGAN／ローガン,Logan,LOGAN／ローガン,2017年,2017,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,120,ambiguous,ambiguous,位置づけに解釈差があるため、枝へ強制接続しない。,2017-03-03,2017.03.03,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
deadpool-2-2018,デッドプール2,Deadpool 2,デッドプール2,2018年,2018,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,verified-current,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,110,revised-side,ambiguous,FOX X-MEN群の側線として表示し、厳密な合流点は固定しない。,2018-05-18,2018.05.18,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
dark-phoenix-2019,X-MEN：ダーク・フェニックス,Dark Phoenix,X-MEN：ダーク・フェニックス,2019年,2019,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,90,revised,confirmed,改変後系列。,2019-06-07,2019.06.07,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
the-new-mutants-2020,ニュー・ミュータント,The New Mutants,ニュー・ミュータント,2020年,2020,film,released,LEGACY-MAIN,20世紀FOX X-MEN／デッドプール,Fox X-Men / Deadpool,Fox mutant film continuity,established,,,,,Branch feeds Deadpool & Wolverine; Doomsday officially signals the X-Men's return.,fox-xmen,130,ambiguous,ambiguous,根拠のない直接リンクを作らず、位置づけ保留として表示。,2020-08-28,2020.08.28,theatrical,confirmed,day,Original distributor U.S. theatrical release record.,,legacy-retained,,,,
