prewatch_edge_id,source_work_id,target_work_id,tier,reason,basis
prewatch-spider-man-no-way-home-2021-spider-man-brand-new-day-2026-07-31-minimum,spider-man-no-way-home-2021,spider-man-brand-new-day-2026-07-31,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-she-hulk-attorney-at-law-2022-spider-man-brand-new-day-2026-07-31-recommended,she-hulk-attorney-at-law-2022,spider-man-brand-new-day-2026-07-31,recommended,Brand New Day makes Bruce Banner/Hulk a major supporting role; She-Hulk is the most recent Bruce/Hulk branch in the managed graph.,legacy_v4_policy_compatibility
prewatch-the-punisher-one-last-kill-2026-05-12-spider-man-brand-new-day-2026-07-31-recommended,the-punisher-one-last-kill-2026-05-12,spider-man-brand-new-day-2026-07-31,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-thunderbolts-new-avengers-2025-spider-man-brand-new-day-2026-07-31-recommended,thunderbolts-new-avengers-2025,spider-man-brand-new-day-2026-07-31,recommended,Brand New Day screenwriters confirm Yelena Belova/Black Widow has a substantive role; Thunderbolts* is her immediately preceding major film branch.,legacy_v4_policy_compatibility
prewatch-avengers-endgame-2019-spider-man-far-from-home-2019-minimum,avengers-endgame-2019,spider-man-far-from-home-2019,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-spider-man-homecoming-2017-spider-man-far-from-home-2019-minimum,spider-man-homecoming-2017,spider-man-far-from-home-2019,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-captain-america-civil-war-2016-spider-man-homecoming-2017-minimum,captain-america-civil-war-2016,spider-man-homecoming-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-daredevil-s3-2018-spider-man-no-way-home-2021-complete,daredevil-s3-2018,spider-man-no-way-home-2021,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-venom-let-there-be-carnage-2021-spider-man-no-way-home-2021-complete,venom-let-there-be-carnage-2021,spider-man-no-way-home-2021,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-spider-man-far-from-home-2019-spider-man-no-way-home-2021-minimum,spider-man-far-from-home-2019,spider-man-no-way-home-2021,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-spider-man-3-2007-spider-man-no-way-home-2021-recommended,spider-man-3-2007,spider-man-no-way-home-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-amazing-spider-man-2-2014-spider-man-no-way-home-2021-recommended,the-amazing-spider-man-2-2014,spider-man-no-way-home-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-amazing-spider-man-2012-the-amazing-spider-man-2-2014-minimum,the-amazing-spider-man-2012,the-amazing-spider-man-2-2014,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-captain-america-the-first-avenger-2011-the-avengers-2012-recommended,captain-america-the-first-avenger-2011,the-avengers-2012,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-iron-man-2-2010-the-avengers-2012-recommended,iron-man-2-2010,the-avengers-2012,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-consultant-2011-the-avengers-2012-recommended,the-consultant-2011,the-avengers-2012,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-incredible-hulk-2008-the-avengers-2012-recommended,the-incredible-hulk-2008,the-avengers-2012,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-thor-2011-the-avengers-2012-recommended,thor-2011,the-avengers-2012,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-incredible-hulk-2008-the-consultant-2011-minimum,the-incredible-hulk-2008,the-consultant-2011,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-daredevil-s2-2016-the-defenders-2017-minimum,daredevil-s2-2016,the-defenders-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-iron-fist-s1-2017-the-defenders-2017-minimum,iron-fist-s1-2017,the-defenders-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-jessica-jones-s1-2015-the-defenders-2017-minimum,jessica-jones-s1-2015,the-defenders-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-luke-cage-s1-2016-the-defenders-2017-minimum,luke-cage-s1-2016,the-defenders-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-minimum,avengers-endgame-2019,the-falcon-and-the-winter-soldier-2021,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-captain-america-civil-war-2016-the-falcon-and-the-winter-soldier-2021-recommended,captain-america-civil-war-2016,the-falcon-and-the-winter-soldier-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-guardians-of-the-galaxy-vol-2-2017-the-guardians-of-the-galaxy-holiday-special-2022-minimum,guardians-of-the-galaxy-vol-2-2017,the-guardians-of-the-galaxy-holiday-special-2022,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-endgame-2019-the-guardians-of-the-galaxy-holiday-special-2022-recommended,avengers-endgame-2019,the-guardians-of-the-galaxy-holiday-special-2022,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-secret-invasion-2023-the-marvels-2023-complete,secret-invasion-2023,the-marvels-2023,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-captain-marvel-2019-the-marvels-2023-minimum,captain-marvel-2019,the-marvels-2023,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-ms-marvel-2022-the-marvels-2023-minimum,ms-marvel-2022,the-marvels-2023,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-wandavision-2021-the-marvels-2023-recommended,wandavision-2021,the-marvels-2023,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-complete,daredevil-born-again-s2-2026,the-punisher-one-last-kill-2026-05-12,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-the-punisher-s2-2019-the-punisher-one-last-kill-2026-05-12-minimum,the-punisher-s2-2019,the-punisher-one-last-kill-2026-05-12,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-daredevil-s2-2016-the-punisher-s1-2017-minimum,daredevil-s2-2016,the-punisher-s1-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-the-punisher-s1-2017-the-punisher-s2-2019-minimum,the-punisher-s1-2017,the-punisher-s2-2019,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-origins-wolverine-2009-the-wolverine-2013-minimum,x-men-origins-wolverine-2009,the-wolverine-2013,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-the-last-stand-2006-the-wolverine-2013-minimum,x-men-the-last-stand-2006,the-wolverine-2013,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-thor-2011-minimum,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,thor-2011,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-iron-man-2-2010-thor-2011-recommended,iron-man-2-2010,thor-2011,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-thor-ragnarok-2017-thor-love-and-thunder-2022-minimum,thor-ragnarok-2017,thor-love-and-thunder-2022,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-endgame-2019-thor-love-and-thunder-2022-recommended,avengers-endgame-2019,thor-love-and-thunder-2022,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-doctor-strange-2016-thor-ragnarok-2017-complete,doctor-strange-2016,thor-ragnarok-2017,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-thor-the-dark-world-2013-thor-ragnarok-2017-minimum,thor-the-dark-world-2013,thor-ragnarok-2017,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-age-of-ultron-2015-thor-ragnarok-2017-recommended,avengers-age-of-ultron-2015,thor-ragnarok-2017,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-thor-2011-thor-the-dark-world-2013-minimum,thor-2011,thor-the-dark-world-2013,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-the-avengers-2012-thor-the-dark-world-2013-recommended,the-avengers-2012,thor-the-dark-world-2013,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-ant-man-and-the-wasp-2018-thunderbolts-new-avengers-2025-recommended,ant-man-and-the-wasp-2018,thunderbolts-new-avengers-2025,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-black-widow-2021-thunderbolts-new-avengers-2025-recommended,black-widow-2021,thunderbolts-new-avengers-2025,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-recommended,the-falcon-and-the-winter-soldier-2021,thunderbolts-new-avengers-2025,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-venom-2018-venom-let-there-be-carnage-2021-minimum,venom-2018,venom-let-there-be-carnage-2021,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-venom-let-there-be-carnage-2021-venom-the-last-dance-2024-minimum,venom-let-there-be-carnage-2021,venom-the-last-dance-2024,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-agatha-all-along-2024-visionquest-2026-10-14-minimum,agatha-all-along-2024,visionquest-2026-10-14,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-wandavision-2021-visionquest-2026-10-14-minimum,wandavision-2021,visionquest-2026-10-14,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-age-of-ultron-2015-visionquest-2026-10-14-recommended,avengers-age-of-ultron-2015,visionquest-2026-10-14,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-ant-man-and-the-wasp-2018-wandavision-2021-complete,ant-man-and-the-wasp-2018,wandavision-2021,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-thor-the-dark-world-2013-wandavision-2021-complete,thor-the-dark-world-2013,wandavision-2021,complete,補助的な人物・世界観・マルチバース・参照関係まで含む完全版で追加する。,legacy_v4_policy_compatibility
prewatch-avengers-age-of-ultron-2015-wandavision-2021-minimum,avengers-age-of-ultron-2015,wandavision-2021,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-infinity-war-2018-wandavision-2021-minimum,avengers-infinity-war-2018,wandavision-2021,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-avengers-endgame-2019-wandavision-2021-recommended,avengers-endgame-2019,wandavision-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-captain-america-civil-war-2016-wandavision-2021-recommended,captain-america-civil-war-2016,wandavision-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-captain-marvel-2019-wandavision-2021-recommended,captain-marvel-2019,wandavision-2021,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-what-if-s1-2021-what-if-s2-2023-minimum,what-if-s1-2021,what-if-s2-2023,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-what-if-s2-2023-what-if-s3-2024-minimum,what-if-s2-2023,what-if-s3-2024,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-iron-man-3-2013-wonder-man-s1-2026-recommended,iron-man-3-2013,wonder-man-s1-2026,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-shang-chi-and-the-legend-of-the-ten-rings-2021-wonder-man-s1-2026-recommended,shang-chi-and-the-legend-of-the-ten-rings-2021,wonder-man-s1-2026,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-wonder-man-s1-2026-wonder-man-s2-tba-minimum,wonder-man-s1-2026,wonder-man-s2-tba,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-the-animated-series-19921997-x-men-97-s1-2024-minimum,x-men-the-animated-series-19921997,x-men-97-s1-2024,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-97-s1-2024-x-men-97-s2-2026-07-01-minimum,x-men-97-s1-2024,x-men-97-s2-2026-07-01,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-days-of-future-past-2014-x-men-apocalypse-2016-minimum,x-men-days-of-future-past-2014,x-men-apocalypse-2016,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-the-wolverine-2013-x-men-days-of-future-past-2014-minimum,the-wolverine-2013,x-men-days-of-future-past-2014,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-first-class-2011-x-men-days-of-future-past-2014-minimum,x-men-first-class-2011,x-men-days-of-future-past-2014,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-the-last-stand-2006-x-men-days-of-future-past-2014-recommended,x-men-the-last-stand-2006,x-men-days-of-future-past-2014,recommended,理解や人物関係を大きく補強するため、おすすめプランで追加する。,legacy_v4_policy_compatibility
prewatch-x2-x-men-united-2003-x-men-the-last-stand-2006-minimum,x2-x-men-united-2003,x-men-the-last-stand-2006,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-x-men-2000-x2-x-men-united-2003-minimum,x-men-2000,x2-x-men-united-2003,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
prewatch-your-friendly-neighborhood-spider-man-s1-2025-your-friendly-neighborhood-spider-man-s2-2026-minimum,your-friendly-neighborhood-spider-man-s1-2025,your-friendly-neighborhood-spider-man-s2-2026,minimum,本筋・直接続編・強い前提として、最低限プランで再帰的に辿る。,legacy_v4_policy_compatibility
