appearance_id,work_id,entity_id,appearance_kind,certainty,verification_status,notes
appearance-iron-man-2008-entity-x-5a2ee964f0,iron-man-2008,entity-x-5a2ee964f0,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-the-fantastic-four-first-steps-2025-entity-x-769f0c6132,the-fantastic-four-first-steps-2025,entity-x-769f0c6132,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-avengers-doomsday-2026-12-18-entity-x-769f0c6132,avengers-doomsday-2026-12-18,entity-x-769f0c6132,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-the-fantastic-four-first-steps-2025-entity-x-f1342534e0,the-fantastic-four-first-steps-2025,entity-x-f1342534e0,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-avengers-doomsday-2026-12-18-entity-x-f1342534e0,avengers-doomsday-2026-12-18,entity-x-f1342534e0,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-the-fantastic-four-first-steps-2025-entity-x-0f36d6d903,the-fantastic-four-first-steps-2025,entity-x-0f36d6d903,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-avengers-doomsday-2026-12-18-entity-x-0f36d6d903,avengers-doomsday-2026-12-18,entity-x-0f36d6d903,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-the-fantastic-four-first-steps-2025-entity-x-23cb2517c1,the-fantastic-four-first-steps-2025,entity-x-23cb2517c1,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-avengers-doomsday-2026-12-18-entity-x-23cb2517c1,avengers-doomsday-2026-12-18,entity-x-23cb2517c1,unknown,unknown,legacy_seed,Migrated from index.html CHAR_LINKS; not independent evidence.
appearance-avengers-doomsday-2026-12-18-entity-x-006fedbfc5,avengers-doomsday-2026-12-18,entity-x-006fedbfc5,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-5d862e63a7,avengers-doomsday-2026-12-18,entity-x-5d862e63a7,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-a07a9a5400,avengers-doomsday-2026-12-18,entity-x-a07a9a5400,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-a60eefc8ef,avengers-doomsday-2026-12-18,entity-x-a60eefc8ef,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23,avengers-doomsday-2026-12-18,entity-x-7250204b23,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-a2369a66bb,avengers-doomsday-2026-12-18,entity-x-a2369a66bb,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-4cedb595b2,avengers-doomsday-2026-12-18,entity-x-4cedb595b2,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-avengers-doomsday-2026-12-18-entity-x-fbf9e4f4cf,avengers-doomsday-2026-12-18,entity-x-fbf9e4f4cf,unknown,unknown,legacy_seed,Migrated from entity_returns; source-backed proxy retained as seed.
appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd,spider-man-brand-new-day-2026-07-31,entity-x-797ce92fcd,onscreen,confirmed,source_verified,Verified as Jon Bernthal's Frank Castle/the Punisher in Brand New Day from the screenwriters' post-release interview.
